eval_subj	num_regions	train_dataset	train_ses	train_type	cerebellum	cortex	method	logalpha	R_train	rmse_train	R_cv	rmse_cv	eval_dataset	eval_ses	parcellation	crossed	add_rest	splitby	type	cv_fold	model	R_eval	R2_eval	noise_Y_R	noise_Y_R2	noise_X_R	noise_X_R2	noiseceiling_Y	noiseceiling_XY	R_eval_adj	nanY	nanXY	nanXR	isbest	extension
sub-17	1876	Nishimoto	all	CondHalf	SUIT3	fs32k	L2regression	10.0	0.5616409236512451	0.1396410054952732			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.2555190294838979	0.0433286141156481	0.2923565338028049	-0.4152869323943899	0.4118305076829191	-0.1763389846341618	0.5407000405056439	0.3469889619864408	0.7363895036346508	False	False	False	True	
sub-18	1876	Nishimoto	all	CondHalf	SUIT3	fs32k	L2regression	10.0	0.5616409236512451	0.1396410054952732			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1414527011672467	0.0173340081221251	0.091044676890805	-0.8179106462183898	0.3303831501936774	-0.339233699612645	0.3017361047186846	0.1734347922406276	0.8155958751978197	False	False	False	True	
sub-19	1876	Nishimoto	all	CondHalf	SUIT3	fs32k	L2regression	10.0	0.5616409236512451	0.1396410054952732			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.3257425677593537	0.0617349621181243	0.251213746989872	-0.4975725060202565	0.3634377461262408	-0.2731245077475182	0.5012122773734419	0.30215982195177243	1.0780472587495278	False	False	False	True	
sub-20	1876	Nishimoto	all	CondHalf	SUIT3	fs32k	L2regression	10.0	0.5616409236512451	0.1396410054952732			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.159614618059188	0.0231510161886621	0.1676605684693818	-0.6646788630612361	0.3126138027027203	-0.3747723945945591	0.40946375721104034	0.22893887365957152	0.6971931656156063	False	False	False	True	
sub-21	1876	Nishimoto	all	CondHalf	SUIT3	fs32k	L2regression	10.0	0.5616409236512451	0.1396410054952732			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1174831868064631	0.0134207176611264	0.0926255776387632	-0.8147488447224738	0.3241828556908524	-0.3516342886182955	0.3043445048604676	0.17328480680356548	0.6779774232581236	False	False	False	True	
sub-22	1876	Nishimoto	all	CondHalf	SUIT3	fs32k	L2regression	10.0	0.5616409236512451	0.1396410054952732			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.2754656290412091	0.0501174785618717	0.3008080999394539	-0.3983838001210924	0.4475510175956444	-0.1048979648087107	0.5484597523423701	0.36691548240557376	0.7507604400751897	False	False	False	True	
sub-24	1876	Nishimoto	all	CondHalf	SUIT3	fs32k	L2regression	10.0	0.5616409236512451	0.1396410054952732			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.198410804502945	0.0303017436410918	0.1746059116100234	-0.6507881767799535	0.349438657373822	-0.3011226852523558	0.4178587220700597	0.2470102332344529	0.8032493306243748	False	False	False	True	
sub-25	1876	Nishimoto	all	CondHalf	SUIT3	fs32k	L2regression	10.0	0.5616409236512451	0.1396410054952732			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.2470098994966559	0.0452468628563218	0.2272652407753537	-0.5454695184492926	0.436834948139543	-0.1263301037209139	0.4767234426534463	0.31508316309828804	0.7839514402094625	False	False	False	True	
sub-26	1876	Nishimoto	all	CondHalf	SUIT3	fs32k	L2regression	10.0	0.5616409236512451	0.1396410054952732			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1867759632818912	0.0304556943861589	0.2470427975715668	-0.5059144048568667	0.3285297093804654	-0.3429405812390691	0.49703400041804663	0.28488751901535453	0.6556130079950065	False	False	False	True	
sub-27	1876	Nishimoto	all	CondHalf	SUIT3	fs32k	L2regression	10.0	0.5616409236512451	0.1396410054952732			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.271829749370256	0.0474172351888207	0.2320800779350788	-0.5358398441298424	0.4369950426636445	-0.1260099146727109	0.48174690236168494	0.31846168303050476	0.8535712892788362	False	False	False	True	
sub-28	1876	Nishimoto	all	CondHalf	SUIT3	fs32k	L2regression	10.0	0.5616409236512451	0.1396410054952732			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1984394425864958	0.0310057917886615	0.1939663822898069	-0.6120672354203858	0.4038662212534999	-0.1922675574929999	0.4404161467178592	0.2798865303397005	0.7089996161860603	False	False	False	True	
sub-29	1876	Nishimoto	all	CondHalf	SUIT3	fs32k	L2regression	10.0	0.5616409236512451	0.1396410054952732			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1553308525835524	0.0189880080744816	0.1737519741521416	-0.6524960516957163	0.3431369318941269	-0.313726136211746	0.4168356680421454	0.24417354345037776	0.6361493976316871	False	False	False	True	
sub-30	1876	Nishimoto	all	CondHalf	SUIT3	fs32k	L2regression	10.0	0.5616409236512451	0.1396410054952732			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1971207184684174	0.0234633682372202	0.1044210567090563	-0.7911578865818873	0.3859122920345293	-0.2281754159309412	0.32314247122446826	0.20074204674472035	0.9819602901583039	False	False	False	True	
sub-31	1876	Nishimoto	all	CondHalf	SUIT3	fs32k	L2regression	10.0	0.5616409236512451	0.1396410054952732			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.2229210877793238	0.032185446630258	0.1467568559982038	-0.7064862880035925	0.3616099389918659	-0.2767801220162684	0.38308857461193463	0.23036652913161781	0.9676800211369242	False	False	False	True	
sub-02	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1886223546762339	0.034834795739069	0.1514686555113923	-0.6970626889772154	0.4003303793869907	-0.1993392412260184	0.38918974229980974	0.246246836174829	0.765988946726271	False	False	False	True	
sub-03	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1184693963798524	-0.0024380428532844	0.1793174241688863	-0.6413651516622272	0.3578722048159148	-0.2842555903681705	0.4234588813201186	0.2533233545278247	0.4676607752991045	False	False	False	True	
sub-04	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1097140012620182	0.0043687898918242	0.0802147141754015	-0.8395705716491966	0.354680704705034	-0.290638590589932	0.2832220227584739	0.16867309018170115	0.6504534964280909	False	False	False	True	
sub-06	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.2423550537117293	0.0556729907302043	0.3553592998724807	-0.2892814002550385	0.46492020839129	-0.0701595832174202	0.5961202058917989	0.4064649059273096	0.5962508698231158	False	False	False	True	
sub-08	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.2292239753747905	0.0522280683176847	0.1328855526168031	-0.734228894766394	0.4021755011583083	-0.1956489976833837	0.3645347070126562	0.23117809956905852	0.9915471050332592	False	False	False	True	
sub-09	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1488894578907277	0.0047842404649806	0.2259139371755897	-0.5481721256488208	0.4432247353681821	-0.1135505292636354	0.47530404708522067	0.3164342665082826	0.4705225497025321	False	False	False	True	
sub-10	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.2428780419824895	0.0569283594560912	0.3033217144712609	-0.393356571057478	0.4390253604169242	-0.1219492791661513	0.5507465065447632	0.3649190663942139	0.6655668731765135	False	False	False	True	
sub-12	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.2712106328715908	0.0727521157102585	0.2184016821152833	-0.5631966357694336	0.4482599088331374	-0.1034801823337254	0.46733465751566433	0.3128909044922858	0.8667897627502861	False	False	False	True	
sub-14	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.2359368871454056	0.0548823983329261	0.178174185284318	-0.6436516294313641	0.3752836905623893	-0.2494326188752211	0.42210684107737223	0.25858434951954423	0.9124175054823768	False	False	False	True	
sub-15	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1837758219344679	0.0238505297535023	0.1749076148005836	-0.6501847703988328	0.4770386744272606	-0.0459226511454788	0.41821957725647374	0.28885584070900194	0.6362198579173154	False	False	False	True	
sub-17	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1994687115939245	0.0368834193375425	0.2923565338028049	-0.4152869323943899	0.4508843973979785	-0.0982312052040426	0.5407000405056439	0.3630688633978952	0.5493963589362449	False	False	False	True	
sub-18	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1263670100252795	0.0030417025626067	0.091044676890805	-0.8179106462183898	0.2740216891012221	-0.4519566217975559	0.3017361047186846	0.15795004319497158	0.8000441625032899	False	False	False	True	
sub-19	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.2591818484683523	0.0663444169405458	0.251213746989872	-0.4975725060202565	0.4122293986416911	-0.1755412027166176	0.5012122773734419	0.3218038095675079	0.8054032946865447	False	False	False	True	
sub-20	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.169128704159946	0.0219566363383958	0.1676605684693818	-0.6646788630612361	0.3675587869755818	-0.2648824260488365	0.40946375721104034	0.2482440637160181	0.6813000948672145	False	False	False	True	
sub-21	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1215712165482609	0.0055424150265965	0.0926255776387632	-0.8147488447224738	0.3382728179091502	-0.3234543641816996	0.3043445048604676	0.17701049448642076	0.6868023102301833	False	False	False	True	
sub-22	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.300572864419524	0.0899746353519809	0.3008080999394539	-0.3983838001210924	0.3992794069935046	-0.2014411860129905	0.5484597523423701	0.346563817734437	0.8672944174739133	False	False	False	True	
sub-24	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.146613774579248	0.0147971960837883	0.1746059116100234	-0.6507881767799535	0.4001713118419546	-0.1996573763160909	0.4178587220700597	0.26433364656120384	0.554654227664888	False	False	False	True	
sub-25	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.2084768884939975	0.0391460765964408	0.2272652407753537	-0.5454695184492926	0.404010433874134	-0.1919791322517319	0.4767234426534463	0.3030140731552912	0.6880105809051169	False	False	False	True	
sub-26	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.2397341041078977	0.0556265481091389	0.2470427975715668	-0.5059144048568667	0.3718655573323023	-0.2562688853353954	0.49703400041804663	0.30309521210979534	0.7909531214272522	False	False	False	True	
sub-27	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.2643004124755723	0.0691377432690257	0.2320800779350788	-0.5358398441298424	0.4699110680792896	-0.0601778638414207	0.48174690236168494	0.33023778902844786	0.8003336421708072	False	False	False	True	
sub-28	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.2136722708392077	0.0439758170346604	0.1939663822898069	-0.6120672354203858	0.3863266617730408	-0.227346676453918	0.4404161467178592	0.2737414564259761	0.7805623365527318	False	False	False	True	
sub-29	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1558058290885856	0.0230595893666825	0.1737519741521416	-0.6524960516957163	0.3733820332837987	-0.2532359334324026	0.4168356680421454	0.25470741134878794	0.6117051257500717	False	False	False	True	
sub-30	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1837968452484921	0.0336679444700277	0.1044210567090563	-0.7911578865818873	0.3704069987026623	-0.259186002594675	0.32314247122446826	0.1966679694738369	0.9345540391768926	False	False	False	True	
sub-31	1876	IBC	all	CondHalf	SUIT3	fs32k	L2regression	6.0	0.964936651482746	0.0563013867360917			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1929767908172376	0.0370474335967312	0.1467568559982038	-0.7064862880035925	0.3659917079618628	-0.2680165840762747	0.38308857461193463	0.2317580470704216	0.832664898831323	False	False	False	True	
sub-02	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1514570161740813	0.0229250379531787	0.1514686555113923	-0.6970626889772154	0.388157736052281	-0.2236845278954384	0.38918974229980974	0.2424741850304582	0.6246315093503919	False	False	False	True	
sub-03	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.0316447834088811	-0.0195568702269146	0.1793174241688863	-0.6413651516622272	0.1699229534606799	-0.6601540930786403	0.4234588813201186	0.17455700020835216	0.18128624673378735	False	False	False	True	
sub-04	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.0763256766696887	0.0032787183669504	0.0802147141754015	-0.8395705716491966	0.2975138845465038	-0.4049722309069927	0.2832220227584739	0.1544829803315278	0.49407175150227023	False	False	False	True	
sub-06	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.2428334569407197	0.0578251220924949	0.3553592998724807	-0.2892814002550385	0.4577272331853166	-0.0845455336293665	0.5961202058917989	0.40330835488159905	0.6021037104773328	False	False	False	True	
sub-08	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.2654232221504358	0.0602616260905252	0.1328855526168031	-0.734228894766394	0.456760038425315	-0.0864799231493698	0.3645347070126562	0.24636722614710788	1.077347934225429	False	False	False	True	
sub-09	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1712031162283257	0.0290977904393934	0.2259139371755897	-0.5481721256488208	0.375011150879689	-0.2499776982406218	0.47530404708522067	0.2910674244569111	0.5881905766258986	False	False	False	True	
sub-10	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.2411357376327567	0.0554999268433007	0.3033217144712609	-0.393356571057478	0.3967308768380208	-0.2065382463239584	0.5507465065447632	0.34689636744450797	0.6951232709905228	False	False	False	True	
sub-12	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1443401055872893	0.0199786435343567	0.2184016821152833	-0.5631966357694336	0.383840288074407	-0.2323194238511858	0.46733465751566433	0.2895364650248141	0.49852133676813015	False	False	False	True	
sub-14	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1907923837380435	0.0360104161854062	0.178174185284318	-0.6436516294313641	0.328396473777619	-0.3432070524447621	0.42210684107737223	0.24189207131605234	0.7887500516242932	False	False	False	True	
sub-15	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1969601445594967	0.0386854941539833	0.1749076148005836	-0.6501847703988328	0.5122258705831338	0.0244517411662676	0.41821957725647374	0.2993195704641585	0.658026283594047	False	False	False	True	
sub-17	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1948637871678988	0.0374288781902533	0.2923565338028049	-0.4152869323943899	0.4045025911271389	-0.1909948177457219	0.5407000405056439	0.34388802749759056	0.5666489426395168	False	False	False	True	
sub-18	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.0812699417199011	5.436637281386325e-05	0.091044676890805	-0.8179106462183898	0.2891038536044832	-0.4217922927910336	0.3017361047186846	0.16223861112357554	0.500928485254343	False	False	False	True	
sub-19	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1994762155684621	0.0397907267852999	0.251213746989872	-0.4975725060202565	0.3655120625109128	-0.2689758749781743	0.5012122773734419	0.30302088177774605	0.6582919777613547	False	False	False	True	
sub-20	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1089736841946863	0.0044298246690055	0.1676605684693818	-0.6646788630612361	0.2546932960740626	-0.4906134078518747	0.40946375721104034	0.2066446776597885	0.5273481293048167	False	False	False	True	
sub-21	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.0934776663147214	0.0034680177656715	0.0926255776387632	-0.8147488447224738	0.2821260268749221	-0.4357479462501561	0.3043445048604676	0.16165421802792182	0.5782568958304287	False	False	False	True	
sub-22	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.2440449525340996	0.0564060604762246	0.3008080999394539	-0.3983838001210924	0.3654331215866404	-0.2691337568267191	0.5484597523423701	0.33154975940184417	0.7360733814869485	False	False	False	True	
sub-24	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1516558839482893	0.022484036675562	0.1746059116100234	-0.6507881767799535	0.3133146728154271	-0.3733706543691459	0.4178587220700597	0.23389440794455488	0.6483946550113315	False	False	False	True	
sub-25	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.2112394574540777	0.0446166698795947	0.2272652407753537	-0.5454695184492926	0.4510607200608289	-0.0978785598783422	0.4767234426534463	0.32017248968162254	0.6597676698086486	False	False	False	True	
sub-26	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1240560899317836	0.0084450483937366	0.2470427975715668	-0.5059144048568667	0.2752188251619322	-0.4495623496761352	0.49703400041804663	0.260750510090323	0.47576547362768734	False	False	False	True	
sub-27	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.249593825605888	0.0597600355730058	0.2320800779350788	-0.5358398441298424	0.4178003499855187	-0.1643993000289627	0.48174690236168494	0.31138904570639986	0.8015497945333091	False	False	False	True	
sub-28	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1590921811924484	0.0251935070695025	0.1939663822898069	-0.6120672354203858	0.3887134685187551	-0.22257306296249	0.4404161467178592	0.27458577027206943	0.5793897514602238	False	False	False	True	
sub-29	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1025613564756219	0.0082827448253978	0.1737519741521416	-0.6524960516957163	0.2664497300430813	-0.4671005399138368	0.4168356680421454	0.21516544008574096	0.4766627783474538	False	False	False	True	
sub-30	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1410389583460591	0.0194735863724061	0.1044210567090563	-0.7911578865818873	0.3517117877523747	-0.2965764244952504	0.32314247122446826	0.1916405920835518	0.7359555552018368	False	False	False	True	
sub-31	1876	WMFS	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8435126088196696	0.0500466825757238			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1860167771119098	0.0333518310609821	0.1467568559982038	-0.7064862880035925	0.3618040104637129	-0.2763919790725739	0.38308857461193463	0.23042833823815104	0.8072651937439169	False	False	False	True	
sub-02	1876	Demand	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8668828670360864	0.0447599717561581			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1491977565921749	0.0155671444167794	0.1514686555113923	-0.6970626889772154	0.3674201260693894	-0.2651597478612211	0.38918974229980974	0.23590810181839172	0.6324401554764375	False	False	False	True	
sub-03	1876	Demand	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8668828670360864	0.0447599717561581			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.2018549361652159	0.0264092098169214	0.1793174241688863	-0.6413651516622272	0.4888920451634547	-0.0222159096730902	0.4234588813201186	0.29608590347291025	0.6817444998143392	False	False	False	True	
sub-04	1876	Demand	all	CondHalf	SUIT3	fs32k	L2regression	8.0	0.8668828670360864	0.0447599717561581			MDTB	all	Icosahedron1002	half	True		CondHalf		avg	0.1334380401057494	0.0126816331579286	0.0802147141754015	-0.8395705716491966	0.4451586800934637	-0.1096826398130725	0.2832220227584739	0.18896633638401364	0.7061471511760659	False	False	False	True	
